DatasetID,Ref_L,Ref_a,Ref_b,Sam_L,Sam_a,Sam_b,dV,dV_scaled,dE,Ratio,F,Is_Outlier
HDR-Surface,58.7189158023,-29.6442902809,36.611951489,58.542245444,-28.2817765392,38.0047246803,1.7,1.03052408843,1.04515041617,1.01419309641,1.64964605786,False
HDR-Surface,58.7189158023,-29.6442902809,36.611951489,58.5528692944,-29.9942313567,38.7316305874,1.35,0.818357364338,0.822261269707,1.00477041637,1.64964605786,False
HDR-Surface,58.7189158023,-29.6442902809,36.611951489,58.3967483202,-30.8003522355,38.5945903411,1.6,0.9699050244,0.792432904328,0.817021135464,1.64964605786,False
HDR-Surface,58.7189158023,-29.6442902809,36.611951489,58.3398142804,-31.5824791547,37.0387458918,1.4,0.84866689635,0.877918746727,1.03446799976,1.64964605786,False
HDR-Surface,58.7189158023,-29.6442902809,36.611951489,60.714105451,-27.056227283,37.4709679127,5.1,3.09157226528,2.2607361648,0.731257745514,1.64964605786,False
HDR-Surface,58.7189158023,-29.6442902809,36.611951489,61.686558738,-29.2816854958,36.8998152715,5.45,3.30373898936,2.61440695,0.791347911689,1.64964605786,False
HDR-Surface,58.7189158023,-29.6442902809,36.611951489,59.7180686565,-33.0516024747,37.4174408434,4.2,2.54600068905,1.655792284,0.650350289031,1.64964605786,False
HDR-Surface,58.7189158023,-29.6442902809,36.611951489,60.6781396971,-29.5995600179,39.5526348865,4.5,2.72785788113,2.11203574181,0.774246985675,1.64964605786,False
HDR-Surface,58.7189158023,-29.6442902809,36.611951489,60.7600590627,-29.3827201636,34.9085026768,5.2,3.1521913293,1.92280057847,0.60998853737,1.64964605786,False
HDR-Surface,58.7189158023,-29.6442902809,36.611951489,58.6015232448,-26.3378112399,36.9803066846,3.7,2.24290536893,1.64505774446,0.733449465704,1.64964605786,False
HDR-Surface,58.7189158023,-29.6442902809,36.611951489,58.7153905768,-27.423055878,39.2563058673,2.3,1.39423847258,1.8170175556,1.30323297724,1.64964605786,False
HDR-Surface,58.7189158023,-29.6442902809,36.611951489,58.4580328726,-30.2839252756,40.324635113,1.6,0.9699050244,1.41598072952,1.45991689279,1.64964605786,False
HDR-Surface,58.7189158023,-29.6442902809,36.611951489,58.4757776649,-32.754720138,39.3653257168,1.75,1.06083362044,1.34018088425,1.2633280643,1.64964605786,False
HDR-Surface,58.7189158023,-29.6442902809,36.611951489,58.4589203131,-33.3406371,36.9581014147,2.1,1.27300034453,1.59885545959,1.2559740981,1.64964605786,False
HDR-Surface,46.8779609259,-22.0537871894,-16.614062016,47.7342374175,-21.2744684229,-16.7651460367,3.7,2.24290536893,0.96268344688,0.42921269003,1.64964605786,False
HDR-Surface,46.8779609259,-22.0537871894,-16.614062016,48.1517881781,-22.2398624076,-16.6923470119,3.5,2.12166724088,1.25490547637,0.591471392021,1.64964605786,False
HDR-Surface,46.8779609259,-22.0537871894,-16.614062016,46.8599115033,-23.8924738586,-16.4168479087,2.0,1.2123812805,1.03921031449,0.857164599291,1.64964605786,False
HDR-Surface,46.8779609259,-22.0537871894,-16.614062016,47.7645034669,-22.4135064749,-15.6967396293,3.1,1.87919098478,1.07405485188,0.571551726558,1.64964605786,False
HDR-Surface,46.8779609259,-22.0537871894,-16.614062016,46.935773771,-22.2696205467,-18.2700326239,1.7,1.03052408843,0.902786080193,0.876045587224,1.64964605786,False
HDR-Surface,46.8779609259,-22.0537871894,-16.614062016,46.4626957224,-20.6046341962,-16.9008504158,1.45,0.878976428363,0.973893959865,1.10798643563,1.64964605786,False
HDR-Surface,46.8779609259,-22.0537871894,-16.614062016,46.5181319137,-21.6895479682,-14.7955399754,1.75,1.06083362044,1.07790900319,1.01609619306,1.64964605786,False
HDR-Surface,46.8779609259,-22.0537871894,-16.614062016,46.4765639946,-22.3960789988,-14.9026060906,1.6,0.9699050244,1.15535666449,1.19120597937,1.64964605786,False
HDR-Surface,46.8779609259,-22.0537871894,-16.614062016,46.2919903099,-24.2826153215,-15.6791533429,1.55,0.939595492388,1.58763022894,1.68969545066,1.64964605786,False
HDR-Surface,46.8779609259,-22.0537871894,-16.614062016,46.3274727761,-23.9165183105,-16.6643040118,1.4,0.84866689635,1.12991893853,1.33140451617,1.64964605786,False
HDR-Surface,46.8779609259,-22.0537871894,-16.614062016,48.7346627923,-20.1530631958,-16.5255513178,4.9,2.97033413723,2.11638982308,0.712509005823,1.64964605786,False
HDR-Surface,46.8779609259,-22.0537871894,-16.614062016,50.0057151709,-22.593829484,-16.8026071362,5.2,3.1521913293,3.11630300474,0.98861480132,1.64964605786,False
HDR-Surface,46.8779609259,-22.0537871894,-16.614062016,47.6614813754,-25.7049198652,-16.5333597052,3.65,2.21259583691,2.09049543958,0.944815770101,1.64964605786,False
HDR-Surface,46.8779609259,-22.0537871894,-16.614062016,48.927807392,-22.9069820298,-14.0840631745,4.95,3.00064366924,2.65777411659,0.885734665477,1.64964605786,False
HDR-Surface,46.8779609259,-22.0537871894,-16.614062016,47.5958584527,-22.1548175162,-19.7958211248,3.5,2.12166724088,1.88178901377,0.886938808081,1.64964605786,False
HDR-Surface,46.8779609259,-22.0537871894,-16.614062016,46.6211832755,-19.1845064166,-16.9011905653,1.5,0.909285960375,1.72889915237,1.90138111409,1.64964605786,False
HDR-Surface,46.8779609259,-22.0537871894,-16.614062016,46.4336785096,-20.4996351845,-14.0135526335,2.05,1.24269081251,1.55891346643,1.25446607534,1.64964605786,False
HDR-Surface,46.8779609259,-22.0537871894,-16.614062016,46.4727823491,-23.1352648236,-12.7910681403,1.55,0.939595492388,2.60399357353,2.77139853759,1.64964605786,True
HDR-Surface,46.8779609259,-22.0537871894,-16.614062016,46.2793081991,-25.4126788566,-13.7790467288,1.55,0.939595492388,2.91537987167,3.10280316933,1.64964605786,True
HDR-Surface,46.8779609259,-22.0537871894,-16.614062016,46.2995970984,-25.7033883738,-16.7783961063,1.5,0.909285960375,1.97565239241,2.17275145389,1.64964605786,False
HDR-Surface,32.9597937571,13.4311523473,-37.5748506451,33.6288655127,14.5403011904,-37.415842564,3.0,1.81857192075,1.00873118792,0.554683142528,1.64964605786,False
HDR-Surface,32.9597937571,13.4311523473,-37.5748506451,34.6429372279,13.4882079649,-37.34676706,3.5,2.12166724088,1.37343356257,0.647336932064,1.64964605786,False
HDR-Surface,32.9597937571,13.4311523473,-37.5748506451,33.3863779458,12.0242379755,-37.1417506872,2.55,1.54578613264,0.879360749637,0.568876076108,1.64964605786,False
HDR-Surface,32.9597937571,13.4311523473,-37.5748506451,34.2208431518,13.5135550953,-36.4303604403,2.95,1.78826238874,1.23408494939,0.690102837906,1.64964605786,False
HDR-Surface,32.9597937571,13.4311523473,-37.5748506451,33.3053545842,14.0779121167,-39.15375792,2.6,1.57609566465,0.627226307209,0.397962078874,1.64964605786,False
HDR-Surface,32.9597937571,13.4311523473,-37.5748506451,32.7334847118,15.1463228601,-37.5907960505,1.45,0.878976428363,1.20498763191,1.37089868742,1.64964605786,False
HDR-Surface,32.9597937571,13.4311523473,-37.5748506451,32.6305143505,14.0893222905,-35.7080536247,2.2,1.33361940855,1.48995606895,1.11722734343,1.64964605786,False
HDR-Surface,32.9597937571,13.4311523473,-37.5748506451,32.7924548371,13.12980818,-35.5016350667,1.7,1.03052408843,1.02049562919,0.990268583386,1.64964605786,False
HDR-Surface,32.9597937571,13.4311523473,-37.5748506451,32.8283876862,12.4334425406,-36.4495611056,1.4,0.84866689635,0.413825413527,0.48761818719,1.64964605786,False
HDR-Surface,32.9597937571,13.4311523473,-37.5748506451,32.849427206,12.0585053486,-37.3376909049,1.65,1.00021455641,0.872599929824,0.872412748074,1.64964605786,False
HDR-Surface,32.9597937571,13.4311523473,-37.5748506451,35.5526803353,15.4820314138,-37.8586235851,4.85,2.94002460521,2.48238333816,0.844341007814,1.64964605786,False
HDR-Surface,32.9597937571,13.4311523473,-37.5748506451,36.0204910956,13.6923482575,-37.8235748706,5.0,3.03095320125,2.50369237702,0.826041251968,1.64964605786,False
HDR-Surface,32.9597937571,13.4311523473,-37.5748506451,35.0584875962,11.3870998773,-37.2789237416,4.65,2.81878647716,2.15765723456,0.765456075528,1.64964605786,False
HDR-Surface,32.9597937571,13.4311523473,-37.5748506451,35.6915200708,13.2767122341,-35.8936286654,4.5,2.72785788113,2.39061731829,0.876371652215,1.64964605786,False
HDR-Surface,32.9597937571,13.4311523473,-37.5748506451,34.7591148658,14.8056728763,-40.4152856534,4.65,2.81878647716,1.73656280015,0.616067522042,1.64964605786,False
HDR-Surface,32.9597937571,13.4311523473,-37.5748506451,32.5095496854,16.9330987855,-37.5341917231,1.95,1.18207174849,2.46684286471,2.08688082417,1.64964605786,False
HDR-Surface,32.9597937571,13.4311523473,-37.5748506451,32.445276922,14.7496406788,-33.9841188015,2.8,1.6973337927,2.90135222511,1.70935866451,1.64964605786,False
HDR-Surface,32.9597937571,13.4311523473,-37.5748506451,32.3145311502,11.2689752,-33.3522518343,2.3,1.39423847258,1.53380623957,1.10010322462,1.64964605786,False
HDR-Surface,32.9597937571,13.4311523473,-37.5748506451,32.7978274769,9.93429662522,-34.891231435,1.75,1.06083362044,1.5098308506,1.42324943471,1.64964605786,False
HDR-Surface,32.9597937571,13.4311523473,-37.5748506451,32.7088198101,10.4636348426,-37.1259885638,2.05,1.24269081251,1.93093052825,1.55383021167,1.64964605786,False
HDR-Surface,42.3447240739,26.6849467882,-22.7818577481,43.1065352513,27.4163422808,-22.7096828936,3.8,2.30352443295,0.799945307989,0.347270164165,1.64964605786,False
HDR-Surface,42.3447240739,26.6849467882,-22.7818577481,43.4022059673,26.6914453778,-22.7501365937,4.2,2.54600068905,0.969882162627,0.380943401468,1.64964605786,False
HDR-Surface,42.3447240739,26.6849467882,-22.7818577481,42.5047155953,25.1642903453,-22.8031719974,2.35,1.42454800459,0.814681016843,0.571887373552,1.64964605786,False
HDR-Surface,42.3447240739,26.6849467882,-22.7818577481,43.2624454199,26.48435139,-21.7352545708,3.5,2.12166724088,1.00660775586,0.47444186179,1.64964605786,False
HDR-Surface,42.3447240739,26.6849467882,-22.7818577481,43.6410672026,27.1647709041,-23.8151246972,4.2,2.54600068905,1.29632309076,0.509160541997,1.64964605786,False
HDR-Surface,42.3447240739,26.6849467882,-22.7818577481,41.703200127,28.2529372963,-22.7528816732,1.7,1.03052408843,0.985970884175,0.956766460143,1.64964605786,False
HDR-Surface,42.3447240739,26.6849467882,-22.7818577481,41.7046777261,27.9551021565,-21.8048672666,1.75,1.06083362044,1.17031165746,1.10320000697,1.64964605786,False
HDR-Surface,42.3447240739,26.6849467882,-22.7818577481,41.874099361,26.2488198128,-20.7325756054,1.95,1.18207174849,1.16328513698,0.984107046355,1.64964605786,False
HDR-Surface,42.3447240739,26.6849467882,-22.7818577481,41.775513676,25.3670483919,-20.9614554742,1.5,0.909285960375,1.07711432167,1.1845715964,1.64964605786,False
HDR-Surface,42.3447240739,26.6849467882,-22.7818577481,42.0746460773,24.8282368288,-22.8220235531,1.35,0.818357364338,1.01702573522,1.242764811,1.64964605786,False
HDR-Surface,42.3447240739,26.6849467882,-22.7818577481,43.0233282128,30.0934170473,-22.5919055609,3.85,2.33383396496,1.83541793,0.786438948765,1.64964605786,False
HDR-Surface,42.3447240739,26.6849467882,-22.7818577481,46.1165189851,26.8919550095,-22.6246981906,5.3,3.21281039333,3.53428568865,1.10006046295,1.64964605786,False
HDR-Surface,42.3447240739,26.6849467882,-22.7818577481,44.3653187175,24.5234411822,-23.0062465774,5.15,3.12188179729,2.223382611,0.712193079485,1.64964605786,False
HDR-Surface,42.3447240739,26.6849467882,-22.7818577481,43.0233282128,25.9924329339,-18.9499176686,3.55,2.15197677289,2.14696250123,0.997669922964,1.64964605786,False
HDR-Surface,42.3447240739,26.6849467882,-22.7818577481,44.3477612361,27.7531069579,-25.9157828772,5.25,3.18250086131,2.41913757645,0.760137288842,1.64964605786,False
HDR-Surface,42.3447240739,26.6849467882,-22.7818577481,41.6617965917,29.8902845741,-22.8010405615,2.0,1.2123812805,1.69341869491,1.39677073719,1.64964605786,False
HDR-Surface,42.3447240739,26.6849467882,-22.7818577481,41.601062496,28.4935436158,-19.8421014079,2.75,1.66702426069,2.3007572071,1.38015820247,1.64964605786,False
HDR-Surface,42.3447240739,26.6849467882,-22.7818577481,41.6469951955,25.9814223607,-19.0416165548,2.4,1.4548575366,2.09888284885,1.44267242396,1.64964605786,False
HDR-Surface,42.3447240739,26.6849467882,-22.7818577481,41.7548711366,23.5976574799,-20.0378762275,1.5,0.909285960375,1.75871556798,1.93417213574,1.64964605786,False
HDR-Surface,42.3447240739,26.6849467882,-22.7818577481,41.9122661846,23.1807063505,-22.9073298644,2.35,1.42454800459,1.95864968493,1.37492711977,1.64964605786,False
HDR-Surface,30.4238118708,0.860059427378,0.758478719678,30.2616168876,2.03124469501,0.711005769517,1.55,0.939595492388,1.61236918883,1.71602482333,1.64964605786,False
HDR-Surface,30.4238118708,0.860059427378,0.758478719678,31.409930069,1.2996487092,0.577730563166,2.85,1.72764332471,1.00653533531,0.582605981752,1.64964605786,False
HDR-Surface,30.4238118708,0.860059427378,0.758478719678,31.0895010182,-0.174348654673,0.779197157913,3.0,1.81857192075,1.61076727592,0.885731962286,1.64964605786,False
HDR-Surface,30.4238118708,0.860059427378,0.758478719678,31.0963783128,0.397668720691,1.44467047818,2.65,1.60640519666,1.09500428503,0.681648868734,1.64964605786,False
HDR-Surface,30.4238118708,0.860059427378,0.758478719678,31.2359301783,0.604774625903,0.0923828523785,3.2,1.9398100488,0.974662556282,0.502452576161,1.64964605786,False
HDR-Surface,30.4238118708,0.860059427378,0.758478719678,29.9959469631,2.1332302383,0.480914051077,1.5,0.909285960375,1.79846628097,1.9778885404,1.64964605786,False
HDR-Surface,30.4238118708,0.860059427378,0.758478719678,29.7299954831,1.27994456666,2.19436238013,1.55,0.939595492388,1.54252442167,1.6416898912,1.64964605786,False
HDR-Surface,30.4238118708,0.860059427378,0.758478719678,29.9596395031,0.516837156782,2.21961256665,1.4,0.84866689635,1.53519320115,1.80894672309,1.64964605786,False
HDR-Surface,30.4238118708,0.860059427378,0.758478719678,30.0133820879,-0.949227899144,1.69638636341,1.3,0.788047832325,2.83300580484,3.59496681373,1.64964605786,True
HDR-Surface,30.4238118708,0.860059427378,0.758478719678,30.1140148713,-0.934922085755,0.950485695377,1.5,0.909285960375,2.67078358366,2.93723174012,1.64964605786,True
HDR-Surface,30.4238118708,0.860059427378,0.758478719678,32.2067976077,2.82226062488,0.580421377838,3.95,2.39445302899,2.9848999826,1.24658949099,1.64964605786,False
HDR-Surface,30.4238118708,0.860059427378,0.758478719678,33.2873356916,0.378519733029,0.707458727611,4.85,2.94002460521,2.36967056946,0.806003652235,1.64964605786,False
HDR-Surface,30.4238118708,0.860059427378,0.758478719678,31.2385761153,-2.4400700343,0.990451995054,3.5,2.12166724088,4.78403276342,2.25484593967,1.64964605786,False
HDR-Surface,30.4238118708,0.860059427378,0.758478719678,32.1113370925,0.0344092633118,3.15497804141,4.05,2.45507209301,2.88935369672,1.17689158903,1.64964605786,False
HDR-Surface,30.4238118708,0.860059427378,0.758478719678,32.2712842823,0.763097267489,-1.69891191102,4.35,2.63692928509,2.77635625969,1.0528747492,1.64964605786,False
HDR-Surface,30.4238118708,0.860059427378,0.758478719678,30.0551725673,3.2274645525,0.526843134504,1.4,0.84866689635,3.15579628263,3.71853349789,1.64964605786,True
HDR-Surface,30.4238118708,0.860059427378,0.758478719678,29.8480310019,2.31344732145,2.78967940281,1.55,0.939595492388,2.66959511649,2.84121745807,1.64964605786,True
HDR-Surface,30.4238118708,0.860059427378,0.758478719678,29.7643190291,0.171022123801,3.66700503974,1.3,0.788047832325,2.9373026458,3.72731517722,1.64964605786,True
HDR-Surface,30.4238118708,0.860059427378,0.758478719678,30.1045268668,-1.93201894762,3.10046788036,1.45,0.878976428363,4.55053124148,5.17707994736,1.64964605786,True
HDR-Surface,30.4238118708,0.860059427378,0.758478719678,30.2195081347,-2.52059150588,0.829891423217,2.0,1.2123812805,4.84737960957,3.99823033194,1.64964605786,True
HDR-Surface,41.1027982903,45.7797778846,27.1876621995,41.8768678139,47.5749385578,27.980472448,2.0,1.2123812805,0.907976249592,0.748919720385,1.64964605786,False
HDR-Surface,41.1027982903,45.7797778846,27.1876621995,41.803177189,46.5254021888,27.9153062544,1.65,1.00021455641,0.710761708586,0.710609242816,1.64964605786,False
HDR-Surface,41.1027982903,45.7797778846,27.1876621995,41.4623377823,44.9074213361,28.8289429809,1.85,1.12145268446,1.18310779226,1.05497789488,1.64964605786,False
HDR-Surface,41.1027982903,45.7797778846,27.1876621995,41.4268379219,46.2963307623,28.5199627103,1.75,1.06083362044,0.690092227184,0.650518812648,1.64964605786,False
HDR-Surface,41.1027982903,45.7797778846,27.1876621995,41.8327282522,46.7057035461,28.0526058259,1.95,1.18207174849,0.766278280345,0.648250227895,1.64964605786,False
HDR-Surface,41.1027982903,45.7797778846,27.1876621995,41.4212705313,47.8465490842,28.0608502114,1.6,0.9699050244,0.728437820887,0.751040362264,1.64964605786,False
HDR-Surface,41.1027982903,45.7797778846,27.1876621995,41.4058883176,46.8579243748,28.096934401,1.35,0.818357364338,0.507769809861,0.62047441862,1.64964605786,False
HDR-Surface,41.1027982903,45.7797778846,27.1876621995,41.4355844981,45.8619098186,28.2841601453,1.45,0.878976428363,0.650143937701,0.739660264738,1.64964605786,False
HDR-Surface,41.1027982903,45.7797778846,27.1876621995,41.4535993505,45.0130777935,28.4947033162,1.6,0.9699050244,0.980545135339,1.01097026067,1.64964605786,False
HDR-Surface,41.1027982903,45.7797778846,27.1876621995,40.9685644175,46.3284779706,27.4048389601,1.45,0.878976428363,0.216340714116,0.246128004273,1.64964605786,False
HDR-Surface,41.1027982903,45.7797778846,27.1876621995,42.2270698295,49.6510201691,28.076761368,2.6,1.57609566465,1.64582002613,1.04423866079,1.64964605786,False
HDR-Surface,41.1027982903,45.7797778846,27.1876621995,43.1556619899,47.0271182357,28.5172684159,3.7,2.24290536893,1.95403104132,0.871205298445,1.64964605786,False
HDR-Surface,41.1027982903,45.7797778846,27.1876621995,43.1881207955,45.2667980316,28.6151194338,3.95,2.39445302899,2.10084934576,0.877381731999,1.64964605786,False
HDR-Surface,41.1027982903,45.7797778846,27.1876621995,43.2571645264,46.9243489178,28.5758371363,3.5,2.12166724088,2.04933843114,0.9659094469,1.64964605786,False
HDR-Surface,41.1027982903,45.7797778846,27.1876621995,41.0331400388,47.0122144134,25.0796970622,1.4,0.84866689635,1.47953253347,1.74336072237,1.64964605786,False
HDR-Surface,41.1027982903,45.7797778846,27.1876621995,41.075572629,49.4783819015,26.7888442286,1.6,0.9699050244,1.56735922729,1.61599248159,1.64964605786,False
HDR-Surface,41.1027982903,45.7797778846,27.1876621995,42.0288815133,48.5275554454,29.0331545216,2.3,1.39423847258,1.26996258062,0.910864680325,1.64964605786,False
HDR-Surface,41.1027982903,45.7797778846,27.1876621995,42.0753156372,46.0996830066,29.9226271934,2.0,1.2123812805,1.65647889835,1.36630194229,1.64964605786,False
HDR-Surface,41.1027982903,45.7797778846,27.1876621995,42.055350285,44.411001447,29.5622076819,2.1,1.27300034453,1.89035942183,1.48496379436,1.64964605786,False
HDR-Surface,41.1027982903,45.7797778846,27.1876621995,41.7033170537,42.7594098216,28.461435105,1.5,0.909285960375,1.83716301465,2.02044581651,1.64964605786,False
HDR-Surface,77.5290997863,-16.0285263884,69.5482575988,78.5297195841,-14.9937485434,70.5181727054,3.55,2.15197677289,0.990751087897,0.460391162386,1.64964605786,False
HDR-Surface,77.5290997863,-16.0285263884,69.5482575988,78.7814565714,-15.7766663652,70.2466958901,3.35,2.03073864484,0.922706981135,0.454370129549,1.64964605786,False
HDR-Surface,77.5290997863,-16.0285263884,69.5482575988,77.8219965592,-17.7991581218,70.276447229,2.05,1.24269081251,0.909362852059,0.731769192226,1.64964605786,False
HDR-Surface,77.5290997863,-16.0285263884,69.5482575988,78.895176933,-15.8474266834,70.6664662357,3.75,2.27321490094,1.02175163426,0.449474281485,1.64964605786,False
HDR-Surface,77.5290997863,-16.0285263884,69.5482575988,78.0142715343,-15.7954793793,68.3261933534,2.2,1.33361940855,0.455165668285,0.341301022891,1.64964605786,False
HDR-Surface,77.5290997863,-16.0285263884,69.5482575988,77.4280542245,-14.356167166,69.8962110399,1.65,1.00021455641,0.948294937882,0.948091518767,1.64964605786,False
HDR-Surface,77.5290997863,-16.0285263884,69.5482575988,77.3629091324,-15.2078059726,70.6878377564,1.55,0.939595492388,0.629394851432,0.669857248711,1.64964605786,False
HDR-Surface,77.5290997863,-16.0285263884,69.5482575988,77.6907183922,-16.1844412096,70.9913643208,1.25,0.757738300313,0.370451115306,0.488890577596,1.64964605786,False
HDR-Surface,77.5290997863,-16.0285263884,69.5482575988,77.4650962765,-17.1049793488,71.063506717,1.7,1.03052408843,0.558739232409,0.542189395361,1.64964605786,False
HDR-Surface,77.5290997863,-16.0285263884,69.5482575988,77.533097098,-17.9956360688,69.8150064948,1.75,1.06083362044,1.02164495174,0.963058609809,1.64964605786,False
HDR-Surface,77.5290997863,-16.0285263884,69.5482575988,79.0541225081,-13.440558878,70.2914879052,3.95,2.39445302899,1.83841201052,0.767779525539,1.64964605786,False
HDR-Surface,77.5290997863,-16.0285263884,69.5482575988,80.6956217391,-15.8442785319,70.8462370467,4.8,2.9097150732,2.24532011361,0.771663223761,1.64964605786,False
HDR-Surface,77.5290997863,-16.0285263884,69.5482575988,79.5517417074,-18.7386541325,70.5629661941,4.0,2.424762561,1.96063897598,0.808590089401,1.64964605786,False
HDR-Surface,77.5290997863,-16.0285263884,69.5482575988,78.9262325151,-15.7836717999,66.8576343523,2.95,1.78826238874,1.19524195418,0.66838175522,1.64964605786,False
HDR-Surface,77.5290997863,-16.0285263884,69.5482575988,79.6254130871,-15.8798480592,72.8088647249,4.1,2.48538162503,1.71153640403,0.68864128824,1.64964605786,False
HDR-Surface,77.5290997863,-16.0285263884,69.5482575988,77.324782161,-12.4735692358,69.9073553402,2.35,1.42454800459,1.99031182234,1.39715321346,1.64964605786,False
HDR-Surface,77.5290997863,-16.0285263884,69.5482575988,77.5211041376,-13.6169819026,72.4977597652,2.15,1.30330987654,1.72909820912,1.32669769503,1.64964605786,False
HDR-Surface,77.5290997863,-16.0285263884,69.5482575988,77.7554088885,-16.3325702036,72.3269255769,1.25,0.757738300313,0.691836256073,0.913027962012,1.64964605786,False
HDR-Surface,77.5290997863,-16.0285263884,69.5482575988,77.4140306505,-19.0339084831,71.7358131759,1.95,1.18207174849,1.45549288469,1.23130671768,1.64964605786,False
HDR-Surface,77.5290997863,-16.0285263884,69.5482575988,77.5470849992,-19.7162463354,69.3051302877,2.5,1.51547660063,1.97311408749,1.30197595046,1.64964605786,False
HDR-Surface,59.0244054669,-31.0719429031,37.2118596752,59.8561834266,-30.0458799264,37.6127304673,3.6,2.1822863049,0.925251829112,0.423982786784,1.64964605786,False
HDR-Surface,59.0244054669,-31.0719429031,37.2118596752,60.1678728514,-30.8126628834,37.5216681883,3.75,2.27321490094,1.03270066379,0.454290821057,1.64964605786,False
HDR-Surface,59.0244054669,-31.0719429031,37.2118596752,59.169345327,-32.7223381304,37.8685628889,2.35,1.42454800459,0.662580124233,0.46511603828,1.64964605786,False
HDR-Surface,59.0244054669,-31.0719429031,37.2118596752,59.8409875722,-31.0573893381,38.6901680966,3.1,1.87919098478,0.94395028105,0.502317374177,1.64964605786,False
HDR-Surface,59.0244054669,-31.0719429031,37.2118596752,59.312957762,-31.2041860761,36.3116985472,2.65,1.60640519666,0.477693100421,0.297367750935,1.64964605786,False
HDR-Surface,59.0244054669,-31.0719429031,37.2118596752,58.5814760269,-29.5892444839,37.3148284292,1.5,0.909285960375,0.798444664135,0.878100728407,1.64964605786,False
HDR-Surface,59.0244054669,-31.0719429031,37.2118596752,58.7132623245,-29.7222917511,38.4729083438,1.6,0.9699050244,1.0042854962,1.03544725611,1.64964605786,False
HDR-Surface,59.0244054669,-31.0719429031,37.2118596752,58.6897631526,-31.3602133509,39.1697183432,1.35,0.818357364338,0.802452941486,0.980565430771,1.64964605786,False
HDR-Surface,59.0244054669,-31.0719429031,37.2118596752,58.4996600726,-32.1615657409,38.9884630566,1.4,0.84866689635,0.807710649274,0.951740491762,1.64964605786,False
HDR-Surface,59.0244054669,-31.0719429031,37.2118596752,58.494934436,-32.927765227,37.4884259109,1.4,0.84866689635,0.905730212197,1.06723876717,1.64964605786,False
HDR-Surface,59.0244054669,-31.0719429031,37.2118596752,60.8681381819,-28.5477859304,37.8884864141,4.45,2.69754834911,2.08420010868,0.772627526532,1.64964605786,False
HDR-Surface,59.0244054669,-31.0719429031,37.2118596752,61.8642226306,-30.7520680024,37.343150718,5.1,3.09157226528,2.48848777002,0.804926282322,1.64964605786,False
HDR-Surface,59.0244054669,-31.0719429031,37.2118596752,59.898699462,-34.4237048402,37.8560263782,3.8,2.30352443295,1.56219666582,0.678176729308,1.64964605786,False
HDR-Surface,59.0244054669,-31.0719429031,37.2118596752,60.8474190062,-31.0445560974,40.0120976919,4.35,2.63692928509,1.96739123659,0.746091769587,1.64964605786,False
HDR-Surface,59.0244054669,-31.0719429031,37.2118596752,60.9494270117,-30.8315422713,35.3734110546,4.75,2.87940554119,1.84122398597,0.639445871599,1.64964605786,False
HDR-Surface,59.0244054669,-31.0719429031,37.2118596752,58.7774180884,-27.7675001197,37.4361453748,2.1,1.27300034453,1.58449002007,1.24468938825,1.64964605786,False
HDR-Surface,59.0244054669,-31.0719429031,37.2118596752,58.8944921431,-28.8604727073,39.7883793904,2.3,1.39423847258,1.7629766766,1.26447283681,1.64964605786,False
HDR-Surface,59.0244054669,-31.0719429031,37.2118596752,58.6113255876,-31.6267021435,40.7933495309,1.45,0.878976428363,1.39260533489,1.58434889714,1.64964605786,False
HDR-Surface,59.0244054669,-31.0719429031,37.2118596752,58.6317352181,-34.0793847252,39.8914663332,1.45,0.878976428363,1.30173190293,1.48096338074,1.64964605786,False
HDR-Surface,59.0244054669,-31.0719429031,37.2118596752,58.6176066631,-34.6444916897,37.3979582175,2.1,1.27300034453,1.55955451124,1.22510140547,1.64964605786,False
HDR-Surface,46.8957251089,-23.1041420201,-15.9854059532,47.8179306258,-22.4581737542,-16.0761325983,3.3,2.00042911283,0.978206822941,0.488998493708,1.64964605786,False
HDR-Surface,46.8957251089,-23.1041420201,-15.9854059532,48.2649175332,-23.3886667522,-16.0722765522,3.75,2.27321490094,1.35356845901,0.595442365989,1.64964605786,False
HDR-Surface,46.8957251089,-23.1041420201,-15.9854059532,46.9545645895,-24.9505894686,-15.8357141323,2.0,1.2123812805,1.01076872553,0.83370532174,1.64964605786,False
HDR-Surface,46.8957251089,-23.1041420201,-15.9854059532,47.8799048109,-23.554795868,-15.0618570647,3.1,1.87919098478,1.17546031436,0.625514023791,1.64964605786,False
HDR-Surface,46.8957251089,-23.1041420201,-15.9854059532,47.0666400423,-23.3454537448,-17.6575799581,2.15,1.30330987654,0.936454200855,0.718519991073,1.64964605786,False
HDR-Surface,46.8957251089,-23.1041420201,-15.9854059532,46.5991935716,-21.7816242402,-16.2419836102,1.4,0.84866689635,0.842142933878,0.99231269359,1.64964605786,False
HDR-Surface,46.8957251089,-23.1041420201,-15.9854059532,46.6825187525,-22.8227935844,-14.146556198,1.75,1.06083362044,1.07712886102,1.01536078822,1.64964605786,False
HDR-Surface,46.8957251089,-23.1041420201,-15.9854059532,46.5976318936,-23.5092125692,-14.2631861771,1.5,0.909285960375,1.16056462376,1.27634723765,1.64964605786,False
HDR-Surface,46.8957251089,-23.1041420201,-15.9854059532,46.4015807939,-25.3123754629,-15.1072858585,1.7,1.03052408843,1.50827840818,1.46360325306,1.64964605786,False
